Page_Number,ROI,Column,Text_Line,Footnote_Text
258,ROI1,Col2,78年3月2版1次60开,
258,ROI1,Col2,印数：未详定价：0.13元,
258,ROI1,Col2,市场交流价：,
258,ROI1,Col2,9品：40元（全五册）,
258,ROI1,Col2,10品：100元,
258,ROI1,Col3,铁道游击队（二）,
258,ROI1,Col3,出版社：上海人民美术,
258,ROI1,Col3,改编：董子畏,
258,ROI1,Col3,绘画：丁斌曾韩和平,
258,ROI1,Col3,78年2月2版1次60开,
258,ROI1,Col3,印数：未详定价：0.17元,
258,ROI1,Col3,市场交流价：,
258,ROI1,Col3,9品：90元（全十册）,
258,ROI1,Col3,10品：200元,
258,ROI1,Col4,潜龙风云(一）,
258,ROI1,Col4,出版社：吉林美术,
258,ROI1,Col4,编文：王恩国,
258,ROI1,Col4,绘画：戴成友,
258,ROI1,Col4,85年6月1版1次64开,
258,ROI1,Col4,印数：6.37万定价：0.35元,
258,ROI1,Col4,市场交流价：,
258,ROI1,Col4,9品：60元（全套）,
258,ROI1,Col4,10品：100元,
258,ROI2,Col1,鸦片战争演义,
258,ROI2,Col1,出版社：农村读物,
258,ROI2,Col1,编文：辛大明,
258,ROI2,Col1,绘画：郭怀仁栗华,
258,ROI2,Col1,85年8月1版1次64开,
258,ROI2,Col1,印数：未详定价：0.35元,
258,ROI2,Col1,市场交流价：,
258,ROI2,Col1,9品：40元（全套）,
258,ROI2,Col1,10品：60元,
258,ROI2,Col2,西沙海战,
258,ROI2,Col2,出版社：海洋,
258,ROI2,Col2,编文：祝武,
258,ROI2,Col2,绘画：滕英杰隋自更,
258,ROI2,Col2,83年4月1版1次64开,
258,ROI2,Col2,印数：未详定价：0.20元,
258,ROI2,Col2,市场交流价：,
258,ROI2,Col2,9品：80元（全十册）,
258,ROI2,Col2,10品：100元,
258,ROI2,Col3,火烧据点,
258,ROI2,Col3,出版社：福建人民,
258,ROI2,Col3,改编：祝自明,
258,ROI2,Col3,绘画：潘小庆卢浩,
258,ROI2,Col3,80年9月1版1次64开,
258,ROI2,Col3,印数：31万定价：0.16元,
258,ROI2,Col3,市场交流价：,
258,ROI2,Col3,9品：40元（全三册）,
258,ROI2,Col3,10品：60元,
258,ROI2,Col4,红色街垒,
258,ROI2,Col4,出版社：广东人民,
258,ROI2,Col4,改编：王何,
258,ROI2,Col4,绘画：陆佳,
258,ROI2,Col4,84年9月1版1次64开,
258,ROI2,Col4,印数：未详定价：0.24元,
258,FOOTNOTE,,,冻环画库》
258,FOOTNOTE,,,广东版
258,FOOTNOTE,,,山店大一
259,ROI1,Col1,白毛女,
259,ROI1,Col1,出版社：上海人民,
259,ROI1,Col1,编文：集体,
259,ROI1,Col1,绘画：集体,
259,ROI1,Col1,71年9月1版1次60开,
259,ROI1,Col1,印数：未详定价：0.18元,
259,ROI1,Col1,市场交流价：,
259,ROI1,Col1,9品：200元,
259,ROI1,Col1,10品：600元,
259,ROI1,Col2,红色娘子军,
259,ROI1,Col2,出版社：上海人民,
259,ROI1,Col2,编文：集体,
259,ROI1,Col2,绘画：集体,
259,ROI1,Col2,71年1月1版1次60开,
259,ROI1,Col2,印数：未详定价：0.17元,
259,ROI1,Col2,市场交流价：,
259,ROI1,Col2,9品：180元,
259,ROI1,Col2,10品：400元,
259,ROI1,Col3,红灯记,
259,ROI1,Col3,出版社：上海市出版革命组,
259,ROI1,Col3,编文：集体,
259,ROI1,Col3,绘画：集体,
259,ROI1,Col3,70年9月1版1次60开,
259,ROI1,Col3,印数：未详 定价：0.18元,
259,ROI1,Col3,市场交流价：,
259,ROI1,Col3,9品：250元,
259,ROI1,Col3,10品：600元,
259,ROI1,Col4,沙家浜,
259,ROI1,Col4,出版社：上海人民,
259,ROI1,Col4,编文：集体,
259,ROI1,Col4,绘画：集体,
259,ROI1,Col4,71年6月1版1次60开,
259,ROI1,Col4,印数：未详 定价：0.21元,
259,ROI1,Col4,市场交流价：,
259,ROI1,Col4,9品：250元,
259,ROI1,Col4,10品：600元,
259,ROI2,Col1,9 智取威虎山,
259,ROI2,Col1,出版社：上海市出版革命组,
259,ROI2,Col1,改编：集体,
259,ROI2,Col1,绘画：集体,
259,ROI2,Col1,70年5月1版1次60开,
259,ROI2,Col1,印数：未详定价：0.20元,
259,ROI2,Col1,市场交流价：,
259,ROI2,Col1,9品：250元,
259,ROI2,Col1,10品：700元,
259,ROI2,Col2,海港,
259,ROI2,Col2,出版社：上海人民,
259,ROI2,Col2,改编：王良莹,
259,ROI2,Col2,绘画：潘晋华等,
259,ROI2,Col2,73年12月1版1次60开,
259,ROI2,Col2,印数：50万定价：0.19元,
259,ROI2,Col2,市场交流价：,
259,ROI2,Col2,9品：300元,
259,ROI2,Col2,10品：700元,
259,ROI2,Col3,龙江颂,
259,ROI2,Col3,出版社：上海人民,
259,ROI2,Col3,改编：周云发王良莹,
259,ROI2,Col3,绘画：邹越非钱生发等,
259,ROI2,Col3,74年9月1版1次60开,
259,ROI2,Col3,印数：300万定价：0.18元,
259,ROI2,Col3,市场交流价：,
259,ROI2,Col3,9品：300元,
259,ROI2,Col3,10品：800元,
259,ROI2,Col4,奇袭白虎团,
259,ROI2,Col4,出版社：山东人民,
259,ROI2,Col4,改编：集体,
259,ROI2,Col4,绘画：集体,
259,ROI2,Col4,72年3月1版1次60开,
259,ROI2,Col4,印数：未详定价：0.20元,
259,ROI2,Col4,市场交流价：,
259,ROI2,Col4,9品：250元,
259,ROI2,Col4,10品：600元,
260,ROI1,Col1,红灯记,
260,ROI1,Col1,出版社：人民美术,
260,ROI1,Col1,改编：集体,
260,ROI1,Col1,绘画：集体,
260,ROI1,Col1,71年5月1版1次60开,
260,ROI1,Col1,印数：未详定价：0.20元,
260,ROI1,Col1,市场交流价：,
260,ROI1,Col1,9品：150元,
260,ROI1,Col1,10品：350元,
260,ROI1,Col2,红灯记,
260,ROI1,Col2,出版社：中国人民解放军,
260,ROI1,Col2,编文：集体,
260,ROI1,Col2,绘画：集体,
260,ROI1,Col2,71年2月1版1次60开,
260,ROI1,Col2,印数：未详 无定价,
260,ROI1,Col2,市场交流价：,
260,ROI1,Col2,9品：180元,
260,ROI1,Col2,10品：400元,
260,ROI1,Col3,红色娘子军,
260,ROI1,Col3,出版社：浙江人民,
260,ROI1,Col3,编文：集体,
260,ROI1,Col3,绘画：集体,
260,ROI1,Col3,71年3月1版1次60开,
260,ROI1,Col3,印数：未详定价：0.12元,
260,ROI1,Col3,市场交流价：,
260,ROI1,Col3,9品：150元,
260,ROI1,Col3,10品：300元,
260,ROI1,Col4,海港,
260,ROI1,Col4,出版社：天津人民美术,
260,ROI1,Col4,编文：集体,
260,ROI1,Col4,绘画：集体,
260,ROI1,Col4,73年8月1版1次60开,
260,ROI1,Col4,印数：未详定价：0.18元,
260,ROI1,Col4,市场交流价：,
260,ROI1,Col4,9品：180元,
260,ROI1,Col4,10品：400元,
260,ROI2,Col1,智取威虎山,
260,ROI2,Col1,出版社：广东人民,
260,ROI2,Col1,编文：集体,
260,ROI2,Col1,绘画：集体,
260,ROI2,Col1,70年5月1版1次60开,
260,ROI2,Col1,印数：未详定价：0.33元,
260,ROI2,Col1,市场交流价：,
260,ROI2,Col1,9品：350元,
260,ROI2,Col1,10品：1000元,
260,ROI2,Col2,平原作战,
260,ROI2,Col2,出版社：上海人民,
260,ROI2,Col2,改编：庄宏安,
260,ROI2,Col2,绘画：施大畏等,
260,ROI2,Col2,76年4月1版1次64开,
260,ROI2,Col2,印数：未详定价：0.17元,
260,ROI2,Col2,市场交流价：,
260,ROI2,Col2,9品：150元,
260,ROI2,Col2,10品：350元,
260,ROI2,Col3,白毛女,
260,ROI2,Col3,出版社：天津人民,
260,ROI2,Col3,改编：集体,
260,ROI2,Col3,绘画：集体,
260,ROI2,Col3,71年2月1版1次60开,
260,ROI2,Col3,印数：未详定价：0.17元,
260,ROI2,Col3,市场交流价：,
260,ROI2,Col3,9品：150元,
260,ROI2,Col3,10品：300元,
260,ROI2,Col4,白毛女,
260,ROI2,Col4,出版社：河北人民,
260,ROI2,Col4,改编：集体,
260,ROI2,Col4,绘画：集体,
260,ROI2,Col4,71年12月1版1次60开,
260,ROI2,Col4,印数：未详定价：0.16元,
260,ROI2,Col4,市场交流价：,
260,ROI2,Col4,9品：200元,
260,ROI2,Col4,10品：350元,
261,ROI1,Col1,红骨烈火,
261,ROI1,Col1,出版社：江苏人民,
261,ROI1,Col1,编文：陆苇,
261,ROI1,Col1,绘画：龚东明,
261,ROI1,Col1,82年5月1版1次64开,
261,ROI1,Col1,印数：64.1万定价：0.11元,
261,ROI1,Col1,市场交流价：,
261,ROI1,Col1,9品：10元,
261,ROI1,Col1,10品：20元,
261,ROI1,Col2,坚贞不屈,
261,ROI1,Col2,出版社：江苏人民,
261,ROI1,Col2,编文：张震麟,
261,ROI1,Col2,绘画：金立德,
261,ROI1,Col2,82年4月1版1次64开,
261,ROI1,Col2,印数：20.6万定价：0.14元,
261,ROI1,Col2,市场交流价：,
261,ROI1,Col2,9品：15元,
261,ROI1,Col2,10品：25元,
261,ROI1,Col3,韶山青松,
261,ROI1,Col3,出版社：江苏人民,
261,ROI1,Col3,编文：曾立平,
261,ROI1,Col3,绘画：钱生发邹越非,
261,ROI1,Col3,79年4月1版1次64开,
261,ROI1,Col3,印数：19万定价：0.13元,
261,ROI1,Col3,市场交流价：,
261,ROI1,Col3,9品：15元,
261,ROI1,Col3,10品：25元,
261,ROI1,Col4,女中英烈,
261,ROI1,Col4,出版社：江苏美术,
261,ROI1,Col4,编文：蔡之湘,
261,ROI1,Col4,绘画：吴元奎,
261,ROI1,Col4,84年6月1版1次64开,
261,ROI1,Col4,印数：11.7万定价：0.22元,
261,ROI1,Col4,市场交流价：,
261,ROI1,Col4,9品：20元,
261,ROI1,Col4,10品：40元,
261,ROI2,Col1,女中豪杰,
261,ROI2,Col1,出版社：江苏美术,
261,ROI2,Col1,改编：赖祥,
261,ROI2,Col1,绘画：朱黎黎,
261,ROI2,Col1,85年2月1版1次64开,
261,ROI2,Col1,印数：16.88万定价：0.29元,
261,ROI2,Col1,市场交流价：,
261,ROI2,Col1,9品：20元,
261,ROI2,Col1,10品：40元,
261,ROI2,Col2,只要主义真,
261,ROI2,Col2,出版社：上海人民美术,
261,ROI2,Col2,改编：刘贞子等,
261,ROI2,Col2,绘画：叶雄等,
261,ROI2,Col2,83年3月1版1次64开,
261,ROI2,Col2,印数：12万定价：0.12元,
261,ROI2,Col2,市场交流价：,
261,ROI2,Col2,9品：10元,
261,ROI2,Col2,10品：20元,
261,ROI2,Col3,大江歌罢掉头东,
261,ROI2,Col3,出版社：上海人民美术,
261,ROI2,Col3,改编：郁馥华等,
261,ROI2,Col3,绘画：胡志荣等,
261,ROI2,Col3,84年12月1版1次64开,
261,ROI2,Col3,印数：10万定价：0.27元,
261,ROI2,Col3,市场交流价：,
261,ROI2,Col3,9品：10元,
261,ROI2,Col3,10品：20元,
261,ROI2,Col4,囚歌,
261,ROI2,Col4,出版社：上海人民美术,
261,ROI2,Col4,编文：姚胥隆等 .,
261,ROI2,Col4,绘画：冯正梁张培础等,
261,ROI2,Col4,84年8月1版1次64开,
261,ROI2,Col4,印数：5.9万定价：0.18元,
261,ROI2,Col4,市场交流价：,
261,ROI2,Col4,9品：20元,
261,ROI2,Col4,10品：30元,
261,FOOTNOTE,,,《雨花台革命烈士故事》，应在十种左右，具体未详。
261,FOOTNOTE,,,*
261,FOOTNOTE,,,合套四四
262,ROI1,Col1,0 邱少云,
262,ROI1,Col1,出版社：上海人民,
262,ROI1,Col1,改编：集体,
262,ROI1,Col1,绘画：集体,
262,ROI1,Col1,71年7月1版1次60开,
262,ROI1,Col1,印数：未详定价：0.12元,
262,ROI1,Col1,市场交流价：,
262,ROI1,Col1,9品：80元,
262,ROI1,Col1,10品：200元,
262,ROI1,Col2,罗盛教,
262,ROI1,Col2,出版社：上海人民,
262,ROI1,Col2,编文：陈梅鼎,
262,ROI1,Col2,绘画：集体,
262,ROI1,Col2,73年7月1版1次60开,
262,ROI1,Col2,印数：120万定价：0.13元,
262,ROI1,Col2,市场交流价：,
262,ROI1,Col2,9品：80元,
262,ROI1,Col2,10品：180元,
262,ROI1,Col3,杨根思,
262,ROI1,Col3,出版社：上海人民,
262,ROI1,Col3,编文：集体,
262,ROI1,Col3,绘画：集体,
262,ROI1,Col3,72年3月1版1次60开,
262,ROI1,Col3,印数：未详定价：0.12元,
262,ROI1,Col3,市场交流价：,
262,ROI1,Col3,9品：80元,
262,ROI1,Col3,10品：180元,
262,ROI1,Col4,7,
262,ROI1,Col4,黄继光,
262,ROI1,Col4,6,
262,ROI1,Col4,出版社：上海人民,
262,ROI1,Col4,编文：集体,
262,ROI1,Col4,绘画：集体,
262,ROI1,Col4,70年10月1版1次60开,
262,ROI1,Col4,印数：未详定价：0.16元,
262,ROI1,Col4,市场交流价：,
262,ROI1,Col4,9品：100元,
262,ROI1,Col4,10品：250元,
262,ROI2,Col1,刘英俊,
262,ROI2,Col1,出版社：上海人民,
262,ROI2,Col1,编文：集体,
262,ROI2,Col1,绘画：集体,
262,ROI2,Col1,71年9月1版1次60开,
262,ROI2,Col1,印数：未详定价：0.11元,
262,ROI2,Col1,市场交流价：,
262,ROI2,Col1,9品：100元,
262,ROI2,Col1,10品：300元,
262,ROI2,Col2,杨连第,
262,ROI2,Col2,出版社：上海人民,
262,ROI2,Col2,编文：王成荣,
262,ROI2,Col2,绘画：毛震耀,
262,ROI2,Col2,75年5月1版1次64开,
262,ROI2,Col2,印数：60万定价：0.11元,
262,ROI2,Col2,市场交流价：,
262,ROI2,Col2,9品：30元,
262,ROI2,Col2,10品：100元,
262,ROI2,Col3,捣狼窝,
262,ROI2,Col3,出版社：上海人民美术,
262,ROI2,Col3,改编：可蒙,
262,ROI2,Col3,绘画：汪绚秋,
262,ROI2,Col3,84年5月2版4次64开,
262,ROI2,Col3,印数：86万定价：0.25元,
262,ROI2,Col4,破敌堡,
262,ROI2,Col4,出版社：上海人民美术,
262,ROI2,Col4,改编：可蒙,
262,ROI2,Col4,绘画：汪绚秋,
262,ROI2,Col4,84年2月2版4次64开,
262,ROI2,Col4,印数：84万定价：0.23元,
262,ROI2,Col4,市场交流价：,
262,ROI2,Col4,9品：80元（全套四册）,
262,ROI2,Col4,10品：150元,
263,ROI1,Col1,瞿秋白,
263,ROI1,Col1,出版社：安徽人民,
263,ROI1,Col1,编文：任其钟,
263,ROI1,Col1,绘画：林加冰贝家骧,
263,ROI1,Col1,84年5月1版1次64开,
263,ROI1,Col1,印数：12万定价：0.24元,
263,ROI1,Col1,市场交流价：,
263,ROI1,Col1,9品：10元,
263,ROI1,Col1,10品：25元,
263,ROI1,Col2,大地的女儿,
263,ROI1,Col2,出版社：安徽人民,
263,ROI1,Col2,编文：李大发,
263,ROI1,Col2,绘画：王永强,
263,ROI1,Col2,84年5月1版1次64开,
263,ROI1,Col2,印数：16万定价：0.17元,
263,ROI1,Col2,市场交流价：,
263,ROI1,Col2,9品：10元,
263,ROI1,Col2,10品：20元,
263,ROI1,Col3,汉皋碧血,
263,ROI1,Col3,出版社：安徽人民,
263,ROI1,Col3,编文：张体文,
263,ROI1,Col3,绘画：乐明祥,
263,ROI1,Col3,83年7月1版1次64开,
263,ROI1,Col3,印数：未详定价：0.14元,
263,ROI1,Col3,市场交流价：,
263,ROI1,Col3,9品：10元,
263,ROI1,Col3,10品：15元,
263,ROI1,Col4,跃马扬刀,
263,ROI1,Col4,出版社：安徽人民,
263,ROI1,Col4,编文：路志纯,
263,ROI1,Col4,绘画：陈光华,
263,ROI1,Col4,83年7月1版1次64开,
263,ROI1,Col4,印数：未详定价：0.14元,
263,ROI1,Col4,市场交流价：,
263,ROI1,Col4,9品：20元,
263,ROI1,Col4,10品：30元,
263,ROI2,Col1,智擒“独眼龙”,
263,ROI2,Col1,出版社：安徽人民,
263,ROI2,Col1,编文：刘天平杜之训,
263,ROI2,Col1,绘画：葛志仁,
263,ROI2,Col1,84年1月1版1次64开,
263,ROI2,Col1,印数：53万定价：0.15元,
263,ROI2,Col1,市场交流价：,
263,ROI2,Col1,9品：15元,
263,ROI2,Col1,10品：30元,
263,ROI2,Col2,不畏冷枪的战士,
263,ROI2,Col2,出版社：安徽美术,
263,ROI2,Col2,编文：吴一文,
263,ROI2,Col2,绘画：张瑞林沈林,
263,ROI2,Col2,85年3月1版1次64开,
263,ROI2,Col2,印数：8万定价：0.28元,
263,ROI2,Col2,市场交流价：,
263,ROI2,Col2,9品：20元,
263,ROI2,Col2,10品：40元,
263,ROI2,Col3,敌后武工队,
263,ROI2,Col3,出版社：天津人民美术,
263,ROI2,Col3,改编：集体,
263,ROI2,Col3,绘画：集体,
263,ROI2,Col3,73年1月1版1次64开,
263,ROI2,Col3,印数：未详定价：0.13元,
263,ROI2,Col3,市场交流价：,
263,ROI2,Col3,9品：90元（全五册）,
263,ROI2,Col3,10品：200元,
263,ROI2,Col4,敌后武工队,
263,ROI2,Col4,出版社：辽宁美术,
263,ROI2,Col4,改编：颜枫,
263,ROI2,Col4,绘画：王玉良周恩连,
263,ROI2,Col4,82年6月1版1次64开,
263,ROI2,Col4,印数：98万定价：0.25元,
263,ROI2,Col4,市场交流价：,
263,ROI2,Col4,9品：20元（全三册）,
263,ROI2,Col4,10品：30元,
263,FOOTNOTE,,,《革命先辈故事丛书》共六种。
263,FOOTNOTE,,,*
264,ROI1,Col1,桐柏英雄(上),
264,ROI1,Col1,出版社：江西人民,
264,ROI1,Col1,改编：石上流,
264,ROI1,Col1,绘画：陈水远,
264,ROI1,Col1,74年12月1版1次60开,
264,ROI1,Col1,印数：80万定价：0.20元,
264,ROI1,Col2,桐柏英雄 (中),
264,ROI1,Col2,出版社：江西人民,
264,ROI1,Col2,改编：石上流,
264,ROI1,Col2,绘画：陈水远,
264,ROI1,Col2,75年5月1版1次60开,
264,ROI1,Col2,印数：80万定价：0.21元,
264,ROI1,Col3,桐柏英雄(下),
264,ROI1,Col3,出版社：江西人民,
264,ROI1,Col3,编文：石上流,
264,ROI1,Col3,绘画：陈水运,
264,ROI1,Col3,75年11月1版1次60开,
264,ROI1,Col3,印数：80万定价：0.21元,
264,ROI1,Col3,市场交流价：,
264,ROI1,Col3,9品：180元（全套）,
264,ROI1,Col3,10品：300元,
264,ROI1,Col4,桐柏英雄,
264,ROI1,Col4,出版社：天津人民美术,
264,ROI1,Col4,改编：定兴,
264,ROI1,Col4,绘画：叶永森等,
264,ROI1,Col4,76年6月1版1次64开,
264,ROI1,Col4,印数：未详定价：0.17元,
264,ROI1,Col4,市场交流价：,
264,ROI1,Col4,9品：80元（全套）,
264,ROI1,Col4,10品：150元,
264,ROI2,Col1,沸腾的群山(一),
264,ROI2,Col1,出版社：人民美术,
264,ROI2,Col1,改编：李兴柞,
264,ROI2,Col1,绘画：吴富佳蔡国栋,
264,ROI2,Col1,73年9月1版1次64开,
264,ROI2,Col1,印数：100万定价：0.19元,
264,ROI2,Col1,市场交流价：,
264,ROI2,Col1,9品：20元,
264,ROI2,Col1,10品：40元,
264,ROI2,Col2,0,
264,ROI2,Col2,沸腾的群山（二）,
264,ROI2,Col2,出版社：人民美术,
264,ROI2,Col2,编文：李兴柞,
264,ROI2,Col2,绘画：吴富佳蔡国栋,
264,ROI2,Col2,75年3月1版1次64开,
264,ROI2,Col2,印数：30万定价：0.18元,
264,ROI2,Col2,市场交流价：,
264,ROI2,Col2,9品：10元,
264,ROI2,Col2,10品：20元,
264,ROI2,Col3,沸腾的群山(三）,
264,ROI2,Col3,出版社：人民美术,
264,ROI2,Col3,改编：李兴柞,
264,ROI2,Col3,绘画：吴富佳蔡国栋,
264,ROI2,Col3,78年8月1版1次64开,
264,ROI2,Col3,印数：89万定价：0.17元,
264,ROI2,Col3,市场交流价：,
264,ROI2,Col3,9品：25元,
264,ROI2,Col3,10品：50元,
264,ROI2,Col4,沸腾的群山,
264,ROI2,Col4,出版社：吉林人民,
264,ROI2,Col4,改编：集体,
264,ROI2,Col4,绘画：集体,
264,ROI2,Col4,73年4月1版1次64开,
264,ROI2,Col4,印数：181万定价：0.18元,
264,ROI2,Col4,市场交流价：,
264,ROI2,Col4,9品：15元,
264,ROI2,Col4,10品：30元,
265,ROI1,Col1,山乡巨变(一),
265,ROI1,Col1,出版社：上海人民,
265,ROI1,Col1,改编：董子畏,
265,ROI1,Col1,绘画：贺友直,
265,ROI1,Col1,78年6月2版8次64开,
265,ROI1,Col1,印数：未详定价：0.16元,
265,ROI1,Col2,山乡巨变（二）,
265,ROI1,Col2,出版社：上海人民美术,
265,ROI1,Col2,改编：董子畏,
265,ROI1,Col2,绘画：贺友直,
265,ROI1,Col2,78年6月2版7次64开,
265,ROI1,Col2,印数：未详定价：0.15元,
265,ROI1,Col3,山乡巨变(三),
265,ROI1,Col3,出版社：上海人民美术,
265,ROI1,Col3,改编：董子畏,
265,ROI1,Col3,绘画：贺友直,
265,ROI1,Col3,78年6月2版7次64开,
265,ROI1,Col3,印数：未详定价：0.14元,
265,ROI1,Col3,市场交流价：,
265,ROI1,Col3,9品：280元（全套）,
265,ROI1,Col3,10品：600元,
265,ROI1,Col4,红日,
265,ROI1,Col4,出版社：上海人民美术,
265,ROI1,Col4,编文：王星北,
265,ROI1,Col4,绘画：汪观清,
265,ROI1,Col4,78年9月2版8次64开,
265,ROI1,Col4,印数：102.5万定价：0.16元,
265,ROI1,Col4,市场交流价：,
265,ROI1,Col4,9品：60元（全四册）,
265,ROI1,Col4,10品：120元,
265,ROI2,Col1,艳阳天（一）,
265,ROI2,Col1,出版社：人民美术,
265,ROI2,Col1,改编：集体,
265,ROI2,Col1,绘画：集体,
265,ROI2,Col1,75年9月1版2次64开,
265,ROI2,Col1,印数：未详定价：0.17元,
265,ROI2,Col1,市场交流价：,
265,ROI2,Col1,9品：15元,
265,ROI2,Col1,10品：30元,
265,ROI2,Col2,艳阳天 (四),
265,ROI2,Col2,出版社：人民美术,
265,ROI2,Col2,改编：曼玲,
265,ROI2,Col2,绘画：集体,
265,ROI2,Col2,76年12月1版1次64开,
265,ROI2,Col2,印数：100万定价：0.13元,
265,ROI2,Col2,市场交流价：,
265,ROI2,Col2,9品：30元,
265,ROI2,Col2,10品：60元,
265,ROI2,Col3,金光大道（一）,
265,ROI2,Col3,出版社：人民美术,
265,ROI2,Col3,改编：集体,
265,ROI2,Col3,绘画：集体,
265,ROI2,Col3,72年9月1版1次64开,
265,ROI2,Col3,印数:未详 定价：0.15元,
265,ROI2,Col3,市场交流价：,
265,ROI2,Col3,9品：15元,
265,ROI2,Col3,10品：30元,
265,ROI2,Col4,金光大道 (四）,
265,ROI2,Col4,出版社：人民美术,
265,ROI2,Col4,改编：集体,
265,ROI2,Col4,绘画：集体,
265,ROI2,Col4,77年3月1版1次64开,
265,ROI2,Col4,印数：100万 定价：0.17元,
265,ROI2,Col4,市场交流价：,
265,ROI2,Col4,9品：30元,
265,ROI2,Col4,10品：60元,
265,FOOTNOTE,,,当大道均为四品
265,FOOTNOTE,,,四八四都小工箱
265,FOOTNOTE,,,八
266,ROI1,Col1,筑路,
266,ROI1,Col1,出版社：湖南少年儿童,
266,ROI1,Col1,改编：墨雨,
266,ROI1,Col1,绘画：郝嘉贤,
266,ROI1,Col1,83年4月1版1次64开,
266,ROI1,Col1,印数：3万定价：0.13元,
266,ROI1,Col1,市场交流价：,
266,ROI1,Col1,9品：15元,
266,ROI1,Col1,10品：20元,
266,ROI1,Col2,大渡河畔英雄多,
266,ROI1,Col2,出版社：湖南少年儿童,
266,ROI1,Col2,改编：木叶,
266,ROI1,Col2,绘画：曾泽强曾树松,
266,ROI1,Col2,83年7月1版1次64开,
266,ROI1,Col2,印数：8.5万定价：0.12元,
266,ROI1,Col2,市场交流价：,
266,ROI1,Col2,9品：10元,
266,ROI1,Col2,10品：15元,
266,ROI1,Col3,故乡,
266,ROI1,Col3,出版社：湖南少年儿童,
266,ROI1,Col3,改编：周介华晓螺,
266,ROI1,Col3,绘画：贺大田李儒光,
266,ROI1,Col3,83年5月1版1次64开,
266,ROI1,Col3,印数：5万定价：0.13元,
266,ROI1,Col3,市场交流价：,
266,ROI1,Col3,9品：15元,
266,ROI1,Col3,10品：20元,
266,ROI1,Col4,从百草园到三味书屋,
266,ROI1,Col4,出版社：湖南少年儿童,
266,ROI1,Col4,编文：真奇木叶,
266,ROI1,Col4,绘画：张冶华等,
266,ROI1,Col4,83年4月1版1次64开,
266,ROI1,Col4,印数：5.5万定价：0.14元,
266,ROI1,Col4,市场交流价：,
266,ROI1,Col4,9品：15元,
266,ROI1,Col4,10品：20元,
266,ROI2,Col1,母亲,
266,ROI2,Col1,出版社：湖南少年儿童,
266,ROI2,Col1,改编：姚天元段道德,
266,ROI2,Col1,绘画：杨敦仪易能,
266,ROI2,Col1,83年5月1版1次64开,
266,ROI2,Col1,印数：11万定价：0.16元,
266,ROI2,Col1,市场交流价：,
266,ROI2,Col1,9品：10元,
266,ROI2,Col1,10品：15元,
266,ROI2,Col2,最后一课,
266,ROI2,Col2,出版社：湖南少年儿童,
266,ROI2,Col2,改编：石平,
266,ROI2,Col2,绘画：左汉中,
266,ROI2,Col2,83年1月1版1次64开,
266,ROI2,Col2,印数：4.8万定价：0.11元,
266,ROI2,Col2,市场交流价：,
266,ROI2,Col2,9品：10元,
266,ROI2,Col2,10品：20元,
266,ROI2,Col3,多收了三五斗,
266,ROI2,Col3,出版社：湖南少年儿童,
266,ROI2,Col3,改编：石平,
266,ROI2,Col3,绘画：任家蓁,
266,ROI2,Col3,83年8月1版1次64开,
266,ROI2,Col3,印数：3.5万定价：0.11元,
266,ROI2,Col3,市场交流价：,
266,ROI2,Col3,9品：15元,
266,ROI2,Col3,10品：25元,
266,ROI2,Col4,挺进报,
266,ROI2,Col4,出版社：湖南少年儿童,
266,ROI2,Col4,改编：木叶,
266,ROI2,Col4,绘画：谢竹秋等,
266,ROI2,Col4,83年9月1版1次64开,
266,ROI2,Col4,印数：4.5万定价：0.10元,
266,ROI2,Col4,市场交流价：,
266,ROI2,Col4,9品：10元,
266,ROI2,Col4,10品：20元,
267,ROI1,Col1,潘虎,
267,ROI1,Col1,出版社：湖南少年儿童,
267,ROI1,Col1,改编：贺建文,
267,ROI1,Col1,绘画：贺萱华,
267,ROI1,Col1,84年4月1版1次64开,
267,ROI1,Col1,印数：20.3万定价：0.13元,
267,ROI1,Col1,市场交流价：,
267,ROI1,Col1,9品：10元,
267,ROI1,Col1,10品：15元,
267,ROI1,Col2,我的叔叔于勒,
267,ROI1,Col2,出版社：湖南少年儿童,
267,ROI1,Col2,编文：霜林杨河,
267,ROI1,Col2,绘画：罗苍诗等,
267,ROI1,Col2,83年8月1版1次64开,
267,ROI1,Col2,印数：1.6万定价：0.18元,
267,ROI1,Col2,市场交流价：,
267,ROI1,Col2,9品：20元,
267,ROI1,Col2,10品：40元,
267,ROI1,Col3,木兰诗,
267,ROI1,Col3,出版社：湖南少年儿童,
267,ROI1,Col3,改编：邱昶,
267,ROI1,Col3,绘画：曹小卉,
267,ROI1,Col3,83年7月1版1次64开,
267,ROI1,Col3,印数：4.3万定价：0.10元,
267,ROI1,Col3,市场交流价：,
267,ROI1,Col3,9品：10元,
267,ROI1,Col3,10品：20元,
267,ROI1,Col4,花木兰,
267,ROI1,Col4,出版社：天津人民美术,
267,ROI1,Col4,改编：惠伊深,
267,ROI1,Col4,绘画：杨淑涛,
267,ROI1,Col4,80年9月1版1次64开,
267,ROI1,Col4,印数：10万 定价：0.19元,
267,ROI1,Col4,市场交流价：,
267,ROI1,Col4,9品：10元,
267,ROI1,Col4,10品：20元,
267,ROI2,Col1,二六七号牢房,
267,ROI2,Col1,出版社：天津人民美术,
267,ROI2,Col1,改编：王时一,
