Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Publisher,Publisher_1,Publisher_2,Publisher_Location,Publication_Month,Year,Edition,Format（开本）,Print_Run,Price[元],Market_Exchange_price_9品[元],Market_Exchange_Price_10品[元],Source,Category/Chapter,Footnotes,Comments,Original_OCR_Data,OCR_Process
女队长,女队长,,改编：石坚 绘画：王建,,,改编：石坚,石坚,改编,绘画：王建,王建,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,7,1977,1版1次,60,,0.09,10,18,Ref002:15,单册：叁划,,,女队长/出版社：天津人民美术/改编：石坚/绘画：王建/77年7月1版1次60开/印数：未详定价：0.09元/市场交流价：/9品：10元/10品：18元,PaddlePaddle
女清洁工,女清洁工,,改编：丁峰 绘画：邓泰和,,,改编：丁峰,丁峰,改编,绘画：邓泰和,邓泰和,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,3,1976,1版1次,64,,0.09,8,15,Ref002:15,单册：叁划,,,女清洁工/出版社：上海人民/改编：丁峰/绘画：邓泰和/76年3月1版1次64开/印数：未详定价：0.09元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
女矿工,女矿工,,改编：集体 绘画：曲新元常青儒,,,改编：集体,集体,改编,绘画：曲新元,曲新元,绘画,绘画：常青儒,常青儒,绘画,,,,,,,,,,黑龙江人民,黑龙江人民,,哈尔滨,10,1975,1版1次,64,30万,0.07,5,10,Ref002:15,单册：叁划,,,女矿工/出版社：黑龙江人民/改编：集体/绘画：曲新元常青儒/75年10月1版1次64开/印数：30万定价：0.07元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
女装卸工,女装卸工,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,5,1973,1版1次,60,,0.1,15,25,Ref002:15,单册：叁划,,,女装卸工/出版社：天津人民美术/改编：集体/绘画：集体/73年5月1版1次60开/印数：未详定价：0.10元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
飞鹰崖,飞鹰崖,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,广东人民,广东人民,,广州,1,1975,1版1次,60,,0.2,40,80,Ref002:15,单册：叁划,,,飞鹰崖/出版社：广东人民/改编：集体/绘画：集体/75年1月1版1次60开/印数：未详定价：0.20元/市场交流价：/9品：40元/10品：80元,PaddlePaddle
孔老二罪恶的一生,孔老二罪恶的一生,,改编：萧甘 绘画：顾炳鑫贺友直,,,改编：萧甘,萧甘,改编,绘画：顾炳鑫,顾炳鑫,绘画,绘画：贺友直,贺友直,绘画,,,,,,,,,,上海人民,上海人民,,上海,6,1974,1版1次,60,250万,0.09,80,200,Ref002:16,单册：叁划,,,孔老二罪恶的一生/出版社：上海人民/改编：萧甘/绘画：顾炳鑫贺友直/74年6月1版1次60开/印数：250万定价：0.09元/市场交流价：/9品：80元/10品：200元,PaddlePaddle
门合,门合,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海市出版革命组,上海市出版革命组,,上海,7,1970,1版1次,60,,0.14,80,200,Ref002:16,单册：叁划,,,门合/出版社：上海市出版革命组/改编：集体/绘画：集体/70年7月1版1次60开/印数：未详定价：0.14元/市场交流价：/9品：80元/10品：200元,PaddlePaddle
门合,门合,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,浙江人民,浙江人民,,杭州,7,1968,1版1次,60,20万,0.1,350,900,Ref002:16,单册：叁划,,,门合/出版社：浙江人民/改编：集体/绘画：集体/68年7月1版1次60开/印数：20万定价：0.10元/市场交流：/9品：350元/10品：900元,PaddlePaddle
于家沟的怒火,于家沟的怒火,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,吉林人民,吉林人民,,长春,7,1974,1版1次,64,160万,0.09,15,30,Ref002:16,单册：叁划,,,于家沟的怒火/出版社：吉林人民/改编：集体/绘画：集体/74年7月1版1次64开/印数：160万定价：0.09元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
小砍刀（上下）,小砍刀,（上下）,改编：集体 绘画：尚扬陈贻福,,,改编：集体,集体,改编,绘画：尚扬,尚扬,绘画,绘画：陈贻福,陈贻福,绘画,,,,,,,,,,天津人民美术,天津人民美术,,天津,8,1973,1版1次,60,65万,0.13,50,100,Ref002:16,单册：叁划,,,小砍刀(上下)/出版社：天津人民美术/改编：集体/绘画：尚 扬 陈贻福/73年8月1版1次60开/印数：65万定价：0.13元/市场交流价：/9品：50元/10品：100元,PaddlePaddle
上学之前,上学之前,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,4,1973,1版1次,60,,0.1,25,50,Ref002:16,单册：叁划,,,上学之前/出版社：天津人民美术/改编：集体/绘画：集体/73年4月1版1次60开/印数：未详定价：0.10元/市场交流价：/9品：25元/10品：50元,PaddlePaddle
山村女教师,山村女教师,,改编：黄元德黄奕阳 绘画：林俊龙王振裕,,,改编：黄元德,黄元德,改编,改编：黄奕阳,黄奕阳,改编,绘画：林俊龙,林俊龙,绘画,绘画：王振裕,王振裕,绘画,,,,,,,福建人民,福建人民,,福州,12,1977,1版1次,60,,0.13,25,40,Ref002:16,单册：叁划,,,山村女教师/出版社：福建人民/改编：黄元德黄奕阳/绘画：林俊龙 王振裕/77年12月1版1次60开/印数：未详定价：0.13元/市场交流价：/9品：25元/10品：40元,PaddlePaddle
广阔天地炼红心,广阔天地炼红心,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,11,1971,1版1次,60,100万,0.09,30,100,Ref002:16,单册：叁划,,,广阔天地炼红心/出版社：上海人民/改编：集体/绘画：集体/71年11月1版1次60开/印数：100万定价：0.09元/市场交流价：/9品：30元/10品：100元,PaddlePaddle
小莲子,小莲子,,改编：戈令 绘画：杜滋龄,,,改编：戈令,戈令,改编,绘画：杜滋龄,杜滋龄,绘画,,,,,,,,,,,,,中国少年儿童,中国少年儿童,,北京,7,1983,1版1次,64,,0.11,8,15,Ref002:17,单册：叁划,,,小莲子/出版社：中国少年儿童/改编：戈令/绘画：杜滋龄/83年7月1版1次64开/印数：未详定价：0.11元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小筏夫,小筏夫,,改编：水泓 绘画：周长春,,,改编：水泓,水泓,改编,绘画：周长春,周长春,绘画,,,,,,,,,,,,,福建人民,福建人民,,福州,11,1983,1版1次,64,16.85万,0.15,5,8,Ref002:17,单册：叁划,,,小筏夫/出版社：福建人民/改编：水泓/绘画：周长春/83年11月1版1次64开/印数：16.85万定价：0.15元/市场交流价：/9品：5元/10品：8元,PaddlePaddle
小筏夫,小筏夫,,改编：钱晓刚 绘画：陈全胜,,,改编：钱晓刚,钱晓刚,改编,绘画：陈全胜,陈全胜,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,9,1975,1版1次,64,,0.1,8,15,Ref002:17,单册：叁划,,,小筏夫/出版社：上海人民/改编：钱晓刚/绘画：陈全胜/75年9月1版1次64开/印数：未详定价：0.10元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小萝卜头,小萝卜头,,改编：吴其柔 绘画：罗盘,,,改编：吴其柔,吴其柔,改编,绘画：罗盘,罗盘,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,3,1985,1版1次,64,15.8万,0.17,10,25,Ref002:17,单册：叁划,,,小萝卜头/出版社：上海人民美术/改编：吴其柔/绘画：罗盘/85年3月1版1次64开/印数：15.8万定价：0.17元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
小歌仙,小歌仙,,改编：吴翕斌 绘画：洪月明,,,改编：吴翕斌,吴翕斌,改编,绘画：洪月明,洪月明,绘画,,,,,,,,,,,,,浙江少年儿童,浙江少年儿童,,杭州,1,1985,1版1次,64,18.8万,0.16,5,8,Ref002:17,单册：叁划,,,小歌仙/出版社：浙江少年儿童/改编：吴翕斌/绘画：洪月明/85年1月1版1次64开/印数：18.8万定价：0.16元/市场交流价：/9品：5元/10品：8元,PaddlePaddle
小金马的故事,小金马的故事,,改编：张乃仁 绘画：孙永印苏新平,,,改编：张乃仁,张乃仁,改编,绘画：孙永印,孙永印,绘画,绘画：苏新平,苏新平,绘画,,,,,,,,,,内蒙古人民,内蒙古人民,,呼和浩特市,7,1978,1版1次,64,30.04万,0.13,5,10,Ref002:17,单册：叁划,,,小金马的故事/出版社：内蒙古人民/改编：张乃仁/绘画：孙永印苏新平/78年7月1版1次64开/印数：30.04万定价：0.13元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
小砰砣,小砰砣,,改编：华士明 绘画：苏立群,,,改编：华士明,华士明,改编,绘画：苏立群,苏立群,绘画,,,,,,,,,,,,,江苏人民,江苏人民,,南京,2,1977,1版1次,64,30万,0.1,8,15,Ref002:17,单册：叁划,,,小砰砣/出版社：江苏人民/改编：华士明/绘画：苏立群/77年2月1版1次64开/印数：30万定价：0.10元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小英雄张锦辉,小英雄张锦辉,,改编：赖平等 绘画：俞梦彦,,,改编：赖平,赖平,改编,改编：等,等,改编,绘画：俞梦彦,俞梦彦,绘画,,,,,,,,,,福建人民,福建人民,,福州,10,1984,1版1次,64,15.876万,0.18,8,15,Ref002:17,单册：叁划,,,小英雄张锦辉/出版社：福建人民/改编：赖平等/绘画：俞梦彦/84年10月1版1次64开/印数：15.876万定价：0.18元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小铁道游击队员,小铁道游击队员,,改编：彦芳 绘画：张洪文,,,改编：彦芳,彦芳,改编,绘画：张洪文,张洪文,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,1,1985,1版1次,64,47.9万,0.3,10,20,Ref002:18,单册：叁划,,,小铁道游击队员/出版社：辽宁美术/改编：彦芳/绘画：张洪文/85年1月1版1次64开/印数：47.9万定价：0.30元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
小铁道游击队员,小铁道游击队员,,改编：毛亮英 绘画：蔡世明武忠平,,,改编：毛亮英,毛亮英,改编,绘画：蔡世明,蔡世明,绘画,绘画：武忠平,武忠平,绘画,,,,,,,,,,安徽人民,安徽人民,,合肥,3,1984,1版1次,64,50万,0.2,8,15,Ref002:18,单册：叁划,,,小铁道游击队员/出版社：安徽人民/改编：毛亮英/绘画：蔡世明武忠平/84年3月1版1次64开/印数：50万定价：0.20元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小铁道游击队员,小铁道游击队员,,改编：范成璋 绘画：池长尧,,,改编：范成璋,范成璋,改编,绘画：池长尧,池长尧,绘画,,,,,,,,,,,,,浙江人民美术,浙江人民美术,,杭州,6,1984,1版1次,64,52万,0.21,10,20,Ref002:18,单册：叁划,,,小铁道游击队员/出版社：浙江人民美术/改编：范成璋/绘画：池长尧/84年6月1版1次64开/印数：52万定价：0.21元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
小铁道游击队员,小铁道游击队员,,改编：李遵义 绘画：刘昌吉,,,改编：李遵义,李遵义,改编,绘画：刘昌吉,刘昌吉,绘画,,,,,,,,,,,,,吉林人民,吉林人民,,长春,3,1983,1版1次,64,31.345万,0.15,8,15,Ref002:18,单册：叁划,,,小铁道游击队员/出版社：吉林人民/改编：李遵义/绘画：刘昌吉/83年3月1版1次64开/印数：31.345万定价：0.15元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小游击队员,小游击队员,,改编：未详 绘画：董洪元,,,改编：未详,未详,改编,绘画：董洪元,董洪元,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,10,1973,2版1次,60,,0.22,150,400,Ref002:18,单册：叁划,,,2/。 小游击队员/出版社：天津人民美术/改编：未详/绘画：董洪元/73年10月2版1次60开/印数：未详定价：0.22元/市场交流价：/9品：150元/10品：400元,PaddlePaddle
小游击队员柳小猛,小游击队员柳小猛,,改编：未详 绘画：未详,,,改编：未详,未详,改编,绘画：未详,未详,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,10,1972,1版1次,60,,0.11,80,200,Ref002:18,单册：叁划,,,小游击队员柳小猛/出版社：天津人民美术/改编：未详/绘画：未详/72年10月1版1次60开/印数：未详定价：0.11元/市场交流价：/9品：80元/10品：200元,PaddlePaddle
小游击队员石星,小游击队员石星,,改编：曹积三 绘画：张成思,,,改编：曹积三,曹积三,改编,绘画：张成思,张成思,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,4,1980,1版1次,64,143万,0.12,10,20,Ref002:18,单册：叁划,,,小游击队员石星/出版社：辽宁美术/改编：曹积三/绘画：张成思/80年4月1版1次64开/印数：143万 定价：0.12元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
于无声处,于无声处,,改编：丁扬 绘画：赵仁年罗希贤,,,改编：丁扬,丁扬,改编,绘画：赵仁年,赵仁年,绘画,绘画：罗希贤,罗希贤,绘画,,,,,,,,,,上海人民美术,上海人民美术,,上海,1,1979,1版1次,64,30万,0.13,20,35,Ref002:18,单册：叁划,,,于无声处/出版社：上海人民美术/改编：丁扬/绘画：赵仁年 罗希贤/79年1月1版1次64开/印数：30万定价：0.13元/市场交流价：/9品：20元/10品：35元,PaddlePaddle
小山娃,小山娃,,改编：何溶 绘画：关景宇赵宝林,,,改编：何溶,何溶,改编,绘画：关景宇,关景宇,绘画,绘画：赵宝林,赵宝林,绘画,,,,,,,,,,人民美术,人民美术,,,10,1976,1版1次,64,102万,0.08,20（上下）,30,Ref002:19,单册：叁划,,,小山娃/出版社：人民美术/改编：何溶/绘画：关景宇赵宝林/76年10月1版1次64开/印数：102万定价：0.08元/市场交流价：/9品：20元（上下）/10品：30元,PaddlePaddle
山菊花（上下）,山菊花,（上下）,改编：鲁连文 绘画：刘凤山,,,改编：鲁连文,鲁连文,改编,绘画：刘凤山,刘凤山,绘画,,,,,,,,,,,,,吉林人民,吉林人民,,长春,7,1982,1版1次,64,59.2万,0.17,20（上下）,30,Ref002:19,单册：叁划,,,山菊花(上下)/出版社：吉林人民/改编：鲁连文/绘画：刘凤山/82年7月1版1次64开/印数：59.2万定价：0.17元/市场交流价：/9品：20元（上下）/10品：30元,PaddlePaddle
山菊花（上下）,山菊花,（上下）,改编：孙仲晓 绘画：王启民袁大仪,,,改编：孙仲晓,孙仲晓,改编,绘画：王启民,王启民,绘画,绘画：袁大仪,袁大仪,绘画,,,,,,,,,,天津人民美术,天津人民美术,,天津,8,1982,1版1次,64,48.1万,0.21,20（上下）,30,Ref002:19,单册：叁划,,,山菊花(上下)/出版社：天津人民美术/改编：孙仲晓/绘画：王启民袁大仪/82年8月1版1次64开/印数：48.1万定价：0.21元/市场交流价：/9品：20元（上下）/10品：30元,PaddlePaddle
哈默博士的奇迹,哈默博士的奇迹,,改编：金国芜等等 绘画：徐锡林,,,改编：金国芜,金国芜,改编,改编：等,等,改编,改编：等,等,改编,绘画：徐锡林,徐锡林,绘画,,,,,,,辽宁美术,辽宁美术,,沈阳,2,1990,1版1次,64,,1.4,20,40,Ref002:19,单册：叁划,,,哈默博士的奇迹/出版社：辽宁美术/改编：金国芜等/绘画：徐锡林/90年2月1版1次64开/印数：未详定价：1.40元/市场交流价：/9品：20元/10品：40元,PaddlePaddle
山城风云,山城风云,,改编：沙铁军 绘画：汪国新,,,改编：沙铁军,沙铁军,改编,绘画：汪国新,汪国新,绘画,,,,,,,,,,,,,湖北人民,湖北人民,,武汉,7,1980,1版1次,64,8.5万,0.24,20,40,Ref002:19,单册：叁划,,,山城风云/出版社：湖北人民/改编：沙铁军/绘画：汪国新/80年7月1版1次64开/印数：8.5万定价：0.24元/市场交流价：/9品：20元/10品：40元,PaddlePaddle
山猫嘴说媒,山猫嘴说媒,,改编：雪冰 绘画：孙为民聂鸥,,,改编：雪冰,雪冰,改编,绘画：孙为民,孙为民,绘画,绘画：聂鸥,聂鸥,绘画,,,,,,,,,,中国曲艺,中国曲艺,,北京,12,1982,1版1次,64,,0.2,8,15,Ref002:19,单册：叁划,,Sic._Author_Core_3,山猫嘴说媒/出版社：中国曲艺/改编：雪冰/绘画：孙为民聂鸥/82年12月1版1次64开/印数：未详定价：0.20元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
大浪淘沙,大浪淘沙,,改编：雪冰 绘画：孙为民聂鸥,,,改编：雪冰,雪冰,改编,绘画：孙为民,孙为民,绘画,绘画：聂鸥,聂鸥,绘画,,,,,,,,,,中国曲艺,中国曲艺,,北京,12,1982,1版1次,64,,0.2,8,15,Ref002:19,单册：叁划,,Sic._Author_Core_3,大浪淘沙/出版社：中国曲艺/改编：雪冰/绘画：孙为民聂 鸥/82年12月1版1次64开/印数：未详定价：0.20元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
大佛下的战斗,大佛下的战斗,,改编：尹正明 绘画：雷德祖,,,改编：尹正明,尹正明,改编,绘画：雷德祖,雷德祖,绘画,,,,,,,,,,,,,安徽人民,安徽人民,,合肥,7,1984,1版1次,60,42万,0.33,20,50,Ref002:19,单册：叁划,,,大佛下的战斗/出版社：安徽人民/改编：尹正明/绘画：雷德祖/84年7月1版1次60开/印数：42万定价：0.33元/市场交流价：/9品：20元/10品：50元,PaddlePaddle
三家巷,三家巷,,改编：韦祺 绘画：梅汉珍纹川,,,改编：韦祺,韦祺,改编,绘画：梅汉珍,梅汉珍,绘画,绘画：纹川,纹川,绘画,,,,,,,,,,岭南美术,岭南美术,,广州,10,1982,1版1次,64,50.6万,0.26,15,25,Ref002:20,单册：叁划,,,三家巷/出版社：岭南美术/改编：韦祺/绘画：梅汉珍纹川/82年10月1版1次64开/印数：50.6万定价：0.26元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
三闯狮子院,三闯狮子院,,改编：陈识金 绘画：张国维,,,改编：陈识金,陈识金,改编,绘画：张国维,张国维,绘画,,,,,,,,,,,,,江苏美术,江苏美术,,南京,5,1985,1版1次,64,15.8万,0.5,8,15,Ref002:20,单册：叁划,,,三闯狮子院/出版社：江苏美术/改编：陈识金/绘画：张国维/85年5月1版1次64开/印数：15.8万 定价：0.50元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
三十年奇遇,三十年奇遇,,改编：余松岩 绘画：赵克标吴奕政,,,改编：余松岩,余松岩,改编,绘画：赵克标,赵克标,绘画,绘画：吴奕政,吴奕政,绘画,,,,,,,,,,岭南美术,岭南美术,,广州,6,1985,1版1次,64,,0.42,15,25,Ref002:20,单册：叁划,,,三十年奇遇/出版社：岭南美术/改编：余松岩/绘画：赵克标吴奕政/85年6月1版1次64开/印数：未详定价：0.42元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
三家福,三家福,,改编：丁宪武等 绘画：刘昌华,,,改编：丁宪武,丁宪武,改编,改编：等,等,改编,绘画：刘昌华,刘昌华,绘画,,,,,,,,,,江苏美术,江苏美术,,南京,9,1984,1版1次,64,11.96万,0.14,5,10,Ref002:20,单册：叁划,,,三家福/出版社：江苏美术/改编：丁宪武等/绘画：刘昌华/84年9月1版1次64开/印数：11.96万定价：0.14元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
三探魔鬼湖,三探魔鬼湖,,改编：邱国华 绘画：王弘力秋耘,,,改编：邱国华,邱国华,改编,绘画：王弘力,王弘力,绘画,绘画：秋耘,秋耘,绘画,,,,,,,,,,福建人民,福建人民,,福州,4,1981,1版1次,64,18.04万,0.11,15,25,Ref002:20,单册：叁划,,Sic._Author_Core_3,三探魔鬼湖/出版社：福建人民/改编：邱国华/绘画：王弘力秋耘/81年4月1版1次64开/印数：18.04万定价：0.11元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
山道弯弯,山道弯弯,,改编：裴开新 绘画：裴开新钟小秀,,,改编：裴开新,裴开新,改编,绘画：裴开新,裴开新,绘画,绘画：钟小秀,钟小秀,绘画,,,,,,,,,,人民美术,人民美术,,,6,1983,1版1次,64,11万,0.13,10,20,Ref002:20,单册：叁划,,,山道弯弯/出版社：人民美术/改编：裴开新/绘画：裴开新钟小秀/83年6月1版1次64开/印数：11万定价：0.13元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
山道弯弯,山道弯弯,,改编：春夫 绘画：邹建平,,,改编：春夫,春夫,改编,绘画：邹建平,邹建平,绘画,,,,,,,,,,,,,湖南美术,湖南美术,,长沙,2,1983,1版1次,64,10.5万,0.16,10,15,Ref002:20,单册：叁划,,,山道弯弯/出版社：湖南美术/改编：春夫/绘画：邹建平/83年2月1版1次64开/印数：10.5万定价：0.16元/市场交流价：/9品：10元/10品：15元,PaddlePaddle
山道弯弯,山道弯弯,,改编：王金 绘画：林树昭杨风,,,改编：王金,王金,改编,绘画：林树昭,林树昭,绘画,绘画：杨风,杨风,绘画,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,8,1984,1版1次,64,7.56万,0.17,15,25,Ref002:20,单册：叁划,,Sic._Author_Core_3,山道弯弯/出版社：辽宁美术/改编：王金/绘画：林树昭杨风/84年8月1版1次64开/印数：7.56万定价：0.17元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
万水千山,万水千山,,编文：王恩国 绘画：李皓,,,编文：王恩国,王恩国,编文,绘画：李皓,李皓,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,6,1979,1版1次,64,50万,0.19,25,50,Ref002:21,单册：叁划,,,万水千山/出版社：辽宁美术/编文：王恩国/绘画：李皓/79年6月1版1次64开/印数：50万定价：0.19元/市场交流价：/9品：25元/10品：50元,PaddlePaddle
万水千山,万水千山,,改编：李笃才 绘画：集体,,,改编：李笃才,李笃才,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,11,1977,1版1次,64,,0.2,15,30,Ref002:21,单册：叁划,,,万水千山/出版社：天津人民美术/改编：李笃才/绘画：集体/77年11月1版1次64开/印数：未详定价：0.20元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
子夜,子夜,,改编：缪德璋缪 绘画：孙彬张自启,,,改编：缪德璋缪,缪德璋缪,改编,绘画：孙彬,孙彬,绘画,绘画：张自启,张自启,绘画,,,,,,,,,,甘肃人民,甘肃人民,,兰州,3,1984,1版1次,60,6.4万,0.29,30,70,Ref002:21,单册：叁划,,Sic._Author_Core_1,子夜/出版社：甘肃人民/改编：缪德璋缪/绘画：孙彬张自启/84年3月1版1次60开/印数：6.4万定价：0.29元/市场交流价：/9品：30元/10品：70元,PaddlePaddle
三战王牌,三战王牌,,改编：王乐群 绘画：李俊琪,,,改编：王乐群,王乐群,改编,绘画：李俊琪,李俊琪,绘画,,,,,,,,,,,,,黑龙江人民,黑龙江人民,,哈尔滨,11,1979,1版1次,64,20万,0.1,8,15,Ref002:21,单册：叁划,,,三战王牌/出版社：黑龙江人民/改编：王乐群/绘画：李俊琪/79年11月1版1次64开/印数：20万定价：0.10元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
马五哥和尕豆妹,马五哥和尕豆妹,,改编：刘国尧王正伟 绘画：苏朗,,,改编：刘国尧,刘国尧,改编,改编：王正伟,王正伟,改编,绘画：苏朗,苏朗,绘画,,,,,,,,,,宁夏人民,宁夏人民,,银川,4,1982,1版1次,64,15.2万,0.12,5,15,Ref002:21,单册：叁划,,,马五哥和尕豆妹/出版社：宁夏人民/改编：刘国尧王正伟/绘画：苏朗/82年4月1版1次64开/印数：15.2万定价：0.12元/市场交流价：/9品：5元/10品：15元,PaddlePaddle
大将徐海东,大将徐海东,,改编：王照运 绘画：李人毅,,,改编：王照运,王照运,改编,绘画：李人毅,李人毅,绘画,,,,,,,,,,,,,辽宁美术,辽宁美术,,沈阳,10,1984,1版1次,64,66万,0.29,15,25,Ref002:21,单册：叁划,,,大将徐海东/出版社：辽宁美术/改编：王照运/绘画：李人毅/84年10月1版1次64开/印数：66万定价：0.29元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
大雁山（上下）,大雁山,（上下）,改编：石洪林等 绘画：杨一明于绍文等,,,改编：石洪林,石洪林,改编,改编：等,等,改编,绘画：杨一明,杨一明,绘画,绘画：于绍文,于绍文,绘画,绘画：等,等,绘画,,,,北京人民,北京人民,,北京,2,1977,1版1次,60,,0.15,35（全套）,60,Ref002:21,单册：叁划,,,大雁山(上下)/出版社：北京人民/改编：石洪林等/绘画：杨一明于绍文等/77年2月1版1次60开/印数：未详定价：0.15元/市场交流价：/9品：35元（全套）/10品：60元,PaddlePaddle
大雁山,大雁山,,改编：张启太 绘画：严庚辰,,,改编：张启太,张启太,改编,绘画：严庚辰,严庚辰,绘画,,,,,,,,,,,,,黑龙江人民,黑龙江人民,,哈尔滨,1,1979,1版1次,64,25.8万,0.2,15,25,Ref002:21,单册：叁划,,,大雁山/出版社：黑龙江人民/改编：张启太/绘画：严庚辰/79年1月1版1次64开/印数：25.8万定价：0.20元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
小帕蒂的生日,小帕蒂的生日,,改编：毛亮英 绘画：谭晓春,,,改编：毛亮英,毛亮英,改编,绘画：谭晓春,谭晓春,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,4,1977,1版1次,64,,0.09,8,15,Ref002:22,单册：叁划,,,小帕蒂的生日/出版社：天津人民美术/改编：毛亮英/绘画：谭晓春/77年4月1版1次64开/印数：未详定价：0.09元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
三怪客,三怪客,,改编：戴晓权 绘画：雷德祖,,,改编：戴晓权,戴晓权,改编,绘画：雷德祖,雷德祖,绘画,,,,,,,,,,,,,江苏人民,江苏人民,,南京,12,1980,1版1次,64,15万,0.1,20,40,Ref002:22,单册：叁划,,,三怪客/出版社：江苏人民/改编：戴晓权/绘画：雷德祖/80年12月1版1次64开/印数：15万定价：0.10元/市场交流价：/9品：20元/10品：40元,PaddlePaddle
小船长历险记,小船长历险记,,改编：王亚法 绘画：雷德祖星河,,,改编：王亚法,王亚法,改编,绘画：雷德祖,雷德祖,绘画,绘画：星河,星河,绘画,,,,,,,,,,少年儿童,少年儿童,,上海,5,1983,1版1次,64,21万,0.29,15,25,Ref002:22,单册：叁划,,Sic._Author_Core_3,小船长历险记/出版社：少年儿童/改编：王亚法/绘画：雷德祖星河/83年5月1版1次64开/印数：21万定价：0.29元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
大人国,大人国,,改编：马玲玲 绘画：程十发程多多,,,改编：马玲玲,马玲玲,改编,绘画：程十发,程十发,绘画,绘画：程多多,程多多,绘画,,,,,,,,,,上海人民美术,上海人民美术,,上海,4,1979,1版1次,60,100万,0.11,10,25,Ref002:22,单册：叁划,,Title_missing_sic.,出版社：上海人民美术/改编：马玲玲/绘画：程十发程多多/79年4月1版1次60开/印数：100万定价：0.11元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
大雷雨,大雷雨,,改编：鹤仙等 绘画：黄强根,,,改编：鹤仙,鹤仙,改编,改编：等,等,改编,绘画：黄强根,黄强根,绘画,,,,,,,,,,上海人民美术,上海人民美术,,上海,5,1984,1版1次,64,30万,0.25,8,20,Ref002:22,单册：叁划,,,大雷雨/出版社：上海人民美术/改编：鹤仙等/绘画：黄强根/84年5月1版1次64开/印数：30万定价：0.25元/市场交流价：/9品：8元/10品：20元,PaddlePaddle
